X,L,Section,End Condition,,Slope ,Deflection
4.96,5,4,SF,,0.0004,-0.0006
4.965,5,4,SF,,0.0003,-0.0004
4.97,5,4,SF,,0.0002,-0.0003
4.975,5,4,SF,,0.0001,-0.0002
4.98,5,4,SF,,0.0001,-0.0001
4.985,5,4,SF,,0.0001,-0.0001
4.99,5,4,SF,,0,0
4.995,5,4,SF,,0,0
5,5,4,SF,,0,0
0,5,4.5,SF,,0,0
0.005,5,4.5,SF,,0.0009,-0.0003
0.01,5,4.5,SF,,0.0019,-0.0006
0.015,5,4.5,SF,,0.0028,-0.0009
0.02,5,4.5,SF,,0.0038,-0.0011
0.025,5,4.5,SF,,0.0047,-0.0014
0.03,5,4.5,SF,,0.0056,-0.0017
0.035,5,4.5,SF,,0.0066,-0.002
0.04,5,4.5,SF,,0.0075,-0.0023
0.045,5,4.5,SF,,0.0085,-0.0026
0.05,5,4.5,SF,,0.0094,-0.0029
0.055,5,4.5,SF,,0.0103,-0.0032
0.06,5,4.5,SF,,0.0113,-0.0034
0.065,5,4.5,SF,,0.0122,-0.0037
0.07,5,4.5,SF,,0.0132,-0.004
0.075,5,4.5,SF,,0.0141,-0.0043
0.08,5,4.5,SF,,0.0151,-0.0046
0.085,5,4.5,SF,,0.016,-0.0049
0.09,5,4.5,SF,,0.0169,-0.0052
0.095,5,4.5,SF,,0.0179,-0.0054
0.1,5,4.5,SF,,0.0188,-0.0057
0.105,5,4.5,SF,,0.0198,-0.006
0.11,5,4.5,SF,,0.0207,-0.0063
0.115,5,4.5,SF,,0.0217,-0.0066
0.12,5,4.5,SF,,0.0226,-0.0069
0.125,5,4.5,SF,,0.0236,-0.0072
0.13,5,4.5,SF,,0.0245,-0.0075
0.135,5,4.5,SF,,0.0255,-0.0077
0.14,5,4.5,SF,,0.0264,-0.008
0.145,5,4.5,SF,,0.0274,-0.0083
0.15,5,4.5,SF,,0.0283,-0.0086
0.155,5,4.5,SF,,0.0293,-0.0089
0.16,5,4.5,SF,,0.0302,-0.0092
0.165,5,4.5,SF,,0.0312,-0.0095
0.17,5,4.5,SF,,0.0321,-0.0097
0.175,5,4.5,SF,,0.0331,-0.01
0.18,5,4.5,SF,,0.034,-0.0103
0.185,5,4.5,SF,,0.035,-0.0106
0.19,5,4.5,SF,,0.0359,-0.0109
0.195,5,4.5,SF,,0.0369,-0.0112
0.2,5,4.5,SF,,0.0378,-0.0115
0.205,5,4.5,SF,,0.0388,-0.0117
0.21,5,4.5,SF,,0.0397,-0.012
0.215,5,4.5,SF,,0.0407,-0.0123
0.22,5,4.5,SF,,0.0416,-0.0126
0.225,5,4.5,SF,,0.0426,-0.0129
0.23,5,4.5,SF,,0.0435,-0.0132
0.235,5,4.5,SF,,0.0445,-0.0135
0.24,5,4.5,SF,,0.0454,-0.0137
0.245,5,4.5,SF,,0.0464,-0.014
0.25,5,4.5,SF,,0.0473,-0.0143
0.255,5,4.5,SF,,0.0483,-0.0146
0.26,5,4.5,SF,,0.0492,-0.0149
0.265,5,4.5,SF,,0.0502,-0.0152
0.27,5,4.5,SF,,0.0511,-0.0154
0.275,5,4.5,SF,,0.0521,-0.0157
0.28,5,4.5,SF,,0.0531,-0.016
0.285,5,4.5,SF,,0.054,-0.0163
0.29,5,4.5,SF,,0.055,-0.0166
0.295,5,4.5,SF,,0.0559,-0.0169
0.3,5,4.5,SF,,0.0569,-0.0171
0.305,5,4.5,SF,,0.0578,-0.0174
0.31,5,4.5,SF,,0.0588,-0.0177
0.315,5,4.5,SF,,0.0597,-0.018
0.32,5,4.5,SF,,0.0607,-0.0183
0.325,5,4.5,SF,,0.0616,-0.0186
0.33,5,4.5,SF,,0.0626,-0.0188
0.335,5,4.5,SF,,0.0635,-0.0191
0.34,5,4.5,SF,,0.0645,-0.0194
0.345,5,4.5,SF,,0.0654,-0.0197
0.35,5,4.5,SF,,0.0664,-0.02
0.355,5,4.5,SF,,0.0674,-0.0203
0.36,5,4.5,SF,,0.0683,-0.0205
0.365,5,4.5,SF,,0.0693,-0.0208
0.37,5,4.5,SF,,0.0702,-0.0211
0.375,5,4.5,SF,,0.0712,-0.0214
0.38,5,4.5,SF,,0.0721,-0.0217
0.385,5,4.5,SF,,0.0731,-0.0219
0.39,5,4.5,SF,,0.074,-0.0222
0.395,5,4.5,SF,,0.075,-0.0225
0.4,5,4.5,SF,,0.0759,-0.0228
0.405,5,4.5,SF,,0.0769,-0.0231
0.41,5,4.5,SF,,0.0778,-0.0234
0.415,5,4.5,SF,,0.0788,-0.0236
0.42,5,4.5,SF,,0.0797,-0.0239
0.425,5,4.5,SF,,0.0807,-0.0242
0.43,5,4.5,SF,,0.0816,-0.0245
0.435,5,4.5,SF,,0.0826,-0.0248
0.44,5,4.5,SF,,0.0835,-0.025
0.445,5,4.5,SF,,0.0845,-0.0253
0.45,5,4.5,SF,,0.0854,-0.0256
0.455,5,4.5,SF,,0.0864,-0.0259
0.46,5,4.5,SF,,0.0873,-0.0262
0.465,5,4.5,SF,,0.0883,-0.0264
0.47,5,4.5,SF,,0.0892,-0.0267
0.475,5,4.5,SF,,0.0902,-0.027
0.48,5,4.5,SF,,0.0911,-0.0273
0.485,5,4.5,SF,,0.0921,-0.0275
0.49,5,4.5,SF,,0.093,-0.0278
0.495,5,4.5,SF,,0.094,-0.0281
0.5,5,4.5,SF,,0.0949,-0.0284
0.505,5,4.5,SF,,0.0959,-0.0287
0.51,5,4.5,SF,,0.0968,-0.0289
0.515,5,4.5,SF,,0.0978,-0.0292
0.52,5,4.5,SF,,0.0987,-0.0295
0.525,5,4.5,SF,,0.0997,-0.0298
0.53,5,4.5,SF,,0.1006,-0.03
0.535,5,4.5,SF,,0.1016,-0.0303
0.54,5,4.5,SF,,0.1025,-0.0306
0.545,5,4.5,SF,,0.1035,-0.0309
0.55,5,4.5,SF,,0.1044,-0.0311
0.555,5,4.5,SF,,0.1053,-0.0314
0.56,5,4.5,SF,,0.1063,-0.0317
0.565,5,4.5,SF,,0.1072,-0.032
0.57,5,4.5,SF,,0.1082,-0.0322
0.575,5,4.5,SF,,0.1091,-0.0325
0.58,5,4.5,SF,,0.1101,-0.0328
0.585,5,4.5,SF,,0.111,-0.0331
0.59,5,4.5,SF,,0.1119,-0.0333
0.595,5,4.5,SF,,0.1129,-0.0336
0.6,5,4.5,SF,,0.1138,-0.0339
0.605,5,4.5,SF,,0.1148,-0.0342
0.61,5,4.5,SF,,0.1157,-0.0344
0.615,5,4.5,SF,,0.1167,-0.0347
0.62,5,4.5,SF,,0.1176,-0.035
0.625,5,4.5,SF,,0.1185,-0.0353
0.63,5,4.5,SF,,0.1195,-0.0355
0.635,5,4.5,SF,,0.1204,-0.0358
0.64,5,4.5,SF,,0.1213,-0.0361
0.645,5,4.5,SF,,0.1223,-0.0363
0.65,5,4.5,SF,,0.1232,-0.0366
0.655,5,4.5,SF,,0.1242,-0.0369
0.66,5,4.5,SF,,0.1251,-0.0372
0.665,5,4.5,SF,,0.126,-0.0374
0.67,5,4.5,SF,,0.127,-0.0377
0.675,5,4.5,SF,,0.1279,-0.038
0.68,5,4.5,SF,,0.1288,-0.0382
0.685,5,4.5,SF,,0.1298,-0.0385
0.69,5,4.5,SF,,0.1307,-0.0388
0.695,5,4.5,SF,,0.1316,-0.039
0.7,5,4.5,SF,,0.1325,-0.0393
0.705,5,4.5,SF,,0.1335,-0.0396
0.71,5,4.5,SF,,0.1344,-0.0399
0.715,5,4.5,SF,,0.1353,-0.0401
0.72,5,4.5,SF,,0.1363,-0.0404
0.725,5,4.5,SF,,0.1372,-0.0407
0.73,5,4.5,SF,,0.1381,-0.0409
0.735,5,4.5,SF,,0.139,-0.0412
0.74,5,4.5,SF,,0.14,-0.0415
0.745,5,4.5,SF,,0.1409,-0.0417
0.75,5,4.5,SF,,0.1418,-0.042
0.755,5,4.5,SF,,0.1427,-0.0423
0.76,5,4.5,SF,,0.1437,-0.0425
0.765,5,4.5,SF,,0.1446,-0.0428
0.77,5,4.5,SF,,0.1455,-0.0431
0.775,5,4.5,SF,,0.1464,-0.0433
0.78,5,4.5,SF,,0.1474,-0.0436
0.785,5,4.5,SF,,0.1483,-0.0438
0.79,5,4.5,SF,,0.1492,-0.0441
0.795,5,4.5,SF,,0.1501,-0.0444
0.8,5,4.5,SF,,0.151,-0.0446
0.805,5,4.5,SF,,0.1519,-0.0449
0.81,5,4.5,SF,,0.1529,-0.0452
0.815,5,4.5,SF,,0.1538,-0.0454
0.82,5,4.5,SF,,0.1547,-0.0457
0.825,5,4.5,SF,,0.1556,-0.046
0.83,5,4.5,SF,,0.1565,-0.0462
0.835,5,4.5,SF,,0.1574,-0.0465
0.84,5,4.5,SF,,0.1583,-0.0467
0.845,5,4.5,SF,,0.1592,-0.047
0.85,5,4.5,SF,,0.1602,-0.0473
0.855,5,4.5,SF,,0.1611,-0.0475
0.86,5,4.5,SF,,0.162,-0.0478
0.865,5,4.5,SF,,0.1629,-0.048
0.87,5,4.5,SF,,0.1638,-0.0483
0.875,5,4.5,SF,,0.1647,-0.0486
0.88,5,4.5,SF,,0.1656,-0.0488
0.885,5,4.5,SF,,0.1665,-0.0491
0.89,5,4.5,SF,,0.1674,-0.0493
0.895,5,4.5,SF,,0.1683,-0.0496
0.9,5,4.5,SF,,0.1692,-0.0498
0.905,5,4.5,SF,,0.1701,-0.0501
0.91,5,4.5,SF,,0.171,-0.0504
0.915,5,4.5,SF,,0.1719,-0.0506
0.92,5,4.5,SF,,0.1728,-0.0509
0.925,5,4.5,SF,,0.1737,-0.0511
0.93,5,4.5,SF,,0.1746,-0.0514
0.935,5,4.5,SF,,0.1755,-0.0516
0.94,5,4.5,SF,,0.1764,-0.0519
0.945,5,4.5,SF,,0.1773,-0.0521
0.95,5,4.5,SF,,0.1781,-0.0524
0.955,5,4.5,SF,,0.179,-0.0526
0.96,5,4.5,SF,,0.1799,-0.0529
0.965,5,4.5,SF,,0.1808,-0.0532
0.97,5,4.5,SF,,0.1817,-0.0534
0.975,5,4.5,SF,,0.1826,-0.0537
0.98,5,4.5,SF,,0.1835,-0.0539
0.985,5,4.5,SF,,0.1844,-0.0542
0.99,5,4.5,SF,,0.1852,-0.0544
0.995,5,4.5,SF,,0.1861,-0.0547
1,5,4.5,SF,,0.187,-0.0549
1.005,5,4.5,SF,,0.1879,-0.0552
1.01,5,4.5,SF,,0.1888,-0.0554
1.015,5,4.5,SF,,0.1896,-0.0557
1.02,5,4.5,SF,,0.1905,-0.0559
1.025,5,4.5,SF,,0.1914,-0.0562
1.03,5,4.5,SF,,0.1923,-0.0564
1.035,5,4.5,SF,,0.1931,-0.0567
1.04,5,4.5,SF,,0.194,-0.0569
1.045,5,4.5,SF,,0.1949,-0.0571
1.05,5,4.5,SF,,0.1957,-0.0574
1.055,5,4.5,SF,,0.1966,-0.0576
1.06,5,4.5,SF,,0.1975,-0.0579
1.065,5,4.5,SF,,0.1983,-0.0581
1.07,5,4.5,SF,,0.1992,-0.0584
1.075,5,4.5,SF,,0.2001,-0.0586
1.08,5,4.5,SF,,0.2009,-0.0589
1.085,5,4.5,SF,,0.2018,-0.0591
1.09,5,4.5,SF,,0.2027,-0.0593
1.095,5,4.5,SF,,0.2035,-0.0596
1.1,5,4.5,SF,,0.2044,-0.0598
1.105,5,4.5,SF,,0.2052,-0.0601
1.11,5,4.5,SF,,0.2061,-0.0603
1.115,5,4.5,SF,,0.2069,-0.0606
1.12,5,4.5,SF,,0.2078,-0.0608
1.125,5,4.5,SF,,0.2086,-0.061
1.13,5,4.5,SF,,0.2095,-0.0613
1.135,5,4.5,SF,,0.2103,-0.0615
1.14,5,4.5,SF,,0.2112,-0.0618
1.145,5,4.5,SF,,0.212,-0.062
1.15,5,4.5,SF,,0.2129,-0.0622
1.155,5,4.5,SF,,0.2137,-0.0625
1.16,5,4.5,SF,,0.2146,-0.0627
1.165,5,4.5,SF,,0.2154,-0.0629
1.17,5,4.5,SF,,0.2162,-0.0632
1.175,5,4.5,SF,,0.2171,-0.0634
1.18,5,4.5,SF,,0.2179,-0.0637
1.185,5,4.5,SF,,0.2188,-0.0639
1.19,5,4.5,SF,,0.2196,-0.0641
1.195,5,4.5,SF,,0.2204,-0.0644
1.2,5,4.5,SF,,0.2213,-0.0646
1.205,5,4.5,SF,,0.2221,-0.0648
1.21,5,4.5,SF,,0.2229,-0.0651
1.215,5,4.5,SF,,0.2237,-0.0653
1.22,5,4.5,SF,,0.2246,-0.0655
1.225,5,4.5,SF,,0.2254,-0.0658
1.23,5,4.5,SF,,0.2262,-0.066
1.235,5,4.5,SF,,0.227,-0.0662
1.24,5,4.5,SF,,0.2279,-0.0664
1.245,5,4.5,SF,,0.2287,-0.0667
1.25,5,4.5,SF,,0.2295,-0.0669
1.255,5,4.5,SF,,0.2303,-0.0671
1.26,5,4.5,SF,,0.2311,-0.0674
1.265,5,4.5,SF,,0.2319,-0.0676
1.27,5,4.5,SF,,0.2327,-0.0678
1.275,5,4.5,SF,,0.2336,-0.068
1.28,5,4.5,SF,,0.2344,-0.0683
1.285,5,4.5,SF,,0.2352,-0.0685
1.29,5,4.5,SF,,0.236,-0.0687
1.295,5,4.5,SF,,0.2368,-0.0689
1.3,5,4.5,SF,,0.2376,-0.0692
1.305,5,4.5,SF,,0.2384,-0.0694
1.31,5,4.5,SF,,0.2392,-0.0696
1.315,5,4.5,SF,,0.24,-0.0698
1.32,5,4.5,SF,,0.2408,-0.0701
1.325,5,4.5,SF,,0.2416,-0.0703
1.33,5,4.5,SF,,0.2424,-0.0705
1.335,5,4.5,SF,,0.2432,-0.0707
1.34,5,4.5,SF,,0.2439,-0.071
1.345,5,4.5,SF,,0.2447,-0.0712
1.35,5,4.5,SF,,0.2455,-0.0714
1.355,5,4.5,SF,,0.2463,-0.0716
1.36,5,4.5,SF,,0.2471,-0.0718
1.365,5,4.5,SF,,0.2479,-0.072
1.37,5,4.5,SF,,0.2486,-0.0723
1.375,5,4.5,SF,,0.2494,-0.0725
1.38,5,4.5,SF,,0.2502,-0.0727
1.385,5,4.5,SF,,0.251,-0.0729
1.39,5,4.5,SF,,0.2517,-0.0731
1.395,5,4.5,SF,,0.2525,-0.0733
1.4,5,4.5,SF,,0.2533,-0.0736
1.405,5,4.5,SF,,0.2541,-0.0738
1.41,5,4.5,SF,,0.2548,-0.074
1.415,5,4.5,SF,,0.2556,-0.0742
1.42,5,4.5,SF,,0.2563,-0.0744
1.425,5,4.5,SF,,0.2571,-0.0746
1.43,5,4.5,SF,,0.2579,-0.0748
1.435,5,4.5,SF,,0.2586,-0.075
1.44,5,4.5,SF,,0.2594,-0.0753
1.445,5,4.5,SF,,0.2601,-0.0755
1.45,5,4.5,SF,,0.2609,-0.0757
1.455,5,4.5,SF,,0.2616,-0.0759
1.46,5,4.5,SF,,0.2624,-0.0761
1.465,5,4.5,SF,,0.2631,-0.0763
1.47,5,4.5,SF,,0.2639,-0.0765
1.475,5,4.5,SF,,0.2646,-0.0767
1.48,5,4.5,SF,,0.2654,-0.0769
1.485,5,4.5,SF,,0.2661,-0.0771
1.49,5,4.5,SF,,0.2668,-0.0773
1.495,5,4.5,SF,,0.2676,-0.0775
1.5,5,4.5,SF,,0.2683,-0.0777
1.505,5,4.5,SF,,0.269,-0.0779
1.51,5,4.5,SF,,0.2698,-0.0781
1.515,5,4.5,SF,,0.2705,-0.0784
1.52,5,4.5,SF,,0.2712,-0.0786
1.525,5,4.5,SF,,0.272,-0.0788
1.53,5,4.5,SF,,0.2727,-0.079
1.535,5,4.5,SF,,0.2734,-0.0792
1.54,5,4.5,SF,,0.2741,-0.0794
1.545,5,4.5,SF,,0.2748,-0.0796
1.55,5,4.5,SF,,0.2755,-0.0798
1.555,5,4.5,SF,,0.2763,-0.0799
1.56,5,4.5,SF,,0.277,-0.0801
1.565,5,4.5,SF,,0.2777,-0.0803
1.57,5,4.5,SF,,0.2784,-0.0805
1.575,5,4.5,SF,,0.2791,-0.0807
1.58,5,4.5,SF,,0.2798,-0.0809
1.585,5,4.5,SF,,0.2805,-0.0811
1.59,5,4.5,SF,,0.2812,-0.0813
1.595,5,4.5,SF,,0.2819,-0.0815
1.6,5,4.5,SF,,0.2826,-0.0817
1.605,5,4.5,SF,,0.2833,-0.0819
1.61,5,4.5,SF,,0.284,-0.0821
1.615,5,4.5,SF,,0.2847,-0.0823
1.62,5,4.5,SF,,0.2854,-0.0825
1.625,5,4.5,SF,,0.286,-0.0827
1.63,5,4.5,SF,,0.2867,-0.0828
1.635,5,4.5,SF,,0.2874,-0.083
1.64,5,4.5,SF,,0.2881,-0.0832
1.645,5,4.5,SF,,0.2888,-0.0834
1.65,5,4.5,SF,,0.2894,-0.0836
1.655,5,4.5,SF,,0.2901,-0.0838
1.66,5,4.5,SF,,0.2908,-0.084
1.665,5,4.5,SF,,0.2914,-0.0842
1.67,5,4.5,SF,,0.2921,-0.0843
1.675,5,4.5,SF,,0.2928,-0.0845
1.68,5,4.5,SF,,0.2934,-0.0847
1.685,5,4.5,SF,,0.2941,-0.0849
1.69,5,4.5,SF,,0.2948,-0.0851
1.695,5,4.5,SF,,0.2954,-0.0852
1.7,5,4.5,SF,,0.2961,-0.0854
1.705,5,4.5,SF,,0.2967,-0.0856
1.71,5,4.5,SF,,0.2974,-0.0858
1.715,5,4.5,SF,,0.298,-0.086
1.72,5,4.5,SF,,0.2987,-0.0861
1.725,5,4.5,SF,,0.2993,-0.0863
1.73,5,4.5,SF,,0.2999,-0.0865
1.735,5,4.5,SF,,0.3006,-0.0867
1.74,5,4.5,SF,,0.3012,-0.0868
1.745,5,4.5,SF,,0.3018,-0.087
1.75,5,4.5,SF,,0.3025,-0.0872
1.755,5,4.5,SF,,0.3031,-0.0874
1.76,5,4.5,SF,,0.3037,-0.0875
1.765,5,4.5,SF,,0.3044,-0.0877
1.77,5,4.5,SF,,0.305,-0.0879
1.775,5,4.5,SF,,0.3056,-0.0881
1.78,5,4.5,SF,,0.3062,-0.0882
1.785,5,4.5,SF,,0.3068,-0.0884
1.79,5,4.5,SF,,0.3074,-0.0886
1.795,5,4.5,SF,,0.3081,-0.0887
1.8,5,4.5,SF,,0.3087,-0.0889
1.805,5,4.5,SF,,0.3093,-0.0891
1.81,5,4.5,SF,,0.3099,-0.0892
1.815,5,4.5,SF,,0.3105,-0.0894
1.82,5,4.5,SF,,0.3111,-0.0896
1.825,5,4.5,SF,,0.3117,-0.0897
1.83,5,4.5,SF,,0.3123,-0.0899
1.835,5,4.5,SF,,0.3129,-0.0901
1.84,5,4.5,SF,,0.3134,-0.0902
1.845,5,4.5,SF,,0.314,-0.0904
1.85,5,4.5,SF,,0.3146,-0.0905
1.855,5,4.5,SF,,0.3152,-0.0907
1.86,5,4.5,SF,,0.3158,-0.0909
1.865,5,4.5,SF,,0.3164,-0.091
1.87,5,4.5,SF,,0.3169,-0.0912
1.875,5,4.5,SF,,0.3175,-0.0913
1.88,5,4.5,SF,,0.3181,-0.0915
1.885,5,4.5,SF,,0.3186,-0.0916
1.89,5,4.5,SF,,0.3192,-0.0918
1.895,5,4.5,SF,,0.3198,-0.092
1.9,5,4.5,SF,,0.3203,-0.0921
1.905,5,4.5,SF,,0.3209,-0.0923
1.91,5,4.5,SF,,0.3214,-0.0924
1.915,5,4.5,SF,,0.322,-0.0926
1.92,5,4.5,SF,,0.3225,-0.0927
1.925,5,4.5,SF,,0.3231,-0.0929
1.93,5,4.5,SF,,0.3236,-0.093
1.935,5,4.5,SF,,0.3242,-0.0932
1.94,5,4.5,SF,,0.3247,-0.0933
1.945,5,4.5,SF,,0.3253,-0.0935
1.95,5,4.5,SF,,0.3258,-0.0936
1.955,5,4.5,SF,,0.3263,-0.0937
1.96,5,4.5,SF,,0.3269,-0.0939
1.965,5,4.5,SF,,0.3274,-0.094
1.97,5,4.5,SF,,0.3279,-0.0942
1.975,5,4.5,SF,,0.3284,-0.0943
1.98,5,4.5,SF,,0.3289,-0.0945
1.985,5,4.5,SF,,0.3295,-0.0946
1.99,5,4.5,SF,,0.33,-0.0948
1.995,5,4.5,SF,,0.3305,-0.0949
2,5,4.5,SF,,0.331,-0.095
2.005,5,4.5,SF,,0.3315,-0.0952
2.01,5,4.5,SF,,0.332,-0.0953
2.015,5,4.5,SF,,0.3325,-0.0954
2.02,5,4.5,SF,,0.333,-0.0956
2.025,5,4.5,SF,,0.3335,-0.0957
2.03,5,4.5,SF,,0.334,-0.0959
2.035,5,4.5,SF,,0.3345,-0.096
2.04,5,4.5,SF,,0.335,-0.0961
2.045,5,4.5,SF,,0.3355,-0.0963
2.05,5,4.5,SF,,0.3359,-0.0964
2.055,5,4.5,SF,,0.3364,-0.0965
2.06,5,4.5,SF,,0.3369,-0.0966
2.065,5,4.5,SF,,0.3374,-0.0968
2.07,5,4.5,SF,,0.3378,-0.0969
2.075,5,4.5,SF,,0.3383,-0.097
2.08,5,4.5,SF,,0.3388,-0.0972
2.085,5,4.5,SF,,0.3392,-0.0973
2.09,5,4.5,SF,,0.3397,-0.0974
2.095,5,4.5,SF,,0.3402,-0.0975
2.1,5,4.5,SF,,0.3406,-0.0977
2.105,5,4.5,SF,,0.3411,-0.0978
2.11,5,4.5,SF,,0.3415,-0.0979
2.115,5,4.5,SF,,0.342,-0.098
2.12,5,4.5,SF,,0.3424,-0.0981
2.125,5,4.5,SF,,0.3428,-0.0983
2.13,5,4.5,SF,,0.3433,-0.0984
2.135,5,4.5,SF,,0.3437,-0.0985
2.14,5,4.5,SF,,0.3441,-0.0986
2.145,5,4.5,SF,,0.3446,-0.0987
2.15,5,4.5,SF,,0.345,-0.0989
2.155,5,4.5,SF,,0.3454,-0.099
2.16,5,4.5,SF,,0.3458,-0.0991
2.165,5,4.5,SF,,0.3463,-0.0992
2.17,5,4.5,SF,,0.3467,-0.0993
2.175,5,4.5,SF,,0.3471,-0.0994
2.18,5,4.5,SF,,0.3475,-0.0995
2.185,5,4.5,SF,,0.3479,-0.0997
2.19,5,4.5,SF,,0.3483,-0.0998
2.195,5,4.5,SF,,0.3487,-0.0999
2.2,5,4.5,SF,,0.3491,-0.1
2.205,5,4.5,SF,,0.3495,-0.1001
2.21,5,4.5,SF,,0.3499,-0.1002
2.215,5,4.5,SF,,0.3503,-0.1003
2.22,5,4.5,SF,,0.3507,-0.1004
2.225,5,4.5,SF,,0.351,-0.1005
2.23,5,4.5,SF,,0.3514,-0.1006
2.235,5,4.5,SF,,0.3518,-0.1007
2.24,5,4.5,SF,,0.3522,-0.1008
2.245,5,4.5,SF,,0.3525,-0.1009
2.25,5,4.5,SF,,0.3529,-0.101
2.255,5,4.5,SF,,0.3533,-0.1011
2.26,5,4.5,SF,,0.3536,-0.1012
2.265,5,4.5,SF,,0.354,-0.1013
2.27,5,4.5,SF,,0.3543,-0.1014
2.275,5,4.5,SF,,0.3547,-0.1015
2.28,5,4.5,SF,,0.355,-0.1016
2.285,5,4.5,SF,,0.3554,-0.1017
2.29,5,4.5,SF,,0.3557,-0.1018
2.295,5,4.5,SF,,0.3561,-0.1019
2.3,5,4.5,SF,,0.3564,-0.102
2.305,5,4.5,SF,,0.3567,-0.1021
2.31,5,4.5,SF,,0.3571,-0.1022
2.315,5,4.5,SF,,0.3574,-0.1022
2.32,5,4.5,SF,,0.3577,-0.1023
2.325,5,4.5,SF,,0.358,-0.1024
2.33,5,4.5,SF,,0.3583,-0.1025
2.335,5,4.5,SF,,0.3587,-0.1026
2.34,5,4.5,SF,,0.359,-0.1027
2.345,5,4.5,SF,,0.3593,-0.1028
2.35,5,4.5,SF,,0.3596,-0.1028
2.355,5,4.5,SF,,0.3599,-0.1029
2.36,5,4.5,SF,,0.3602,-0.103
2.365,5,4.5,SF,,0.3605,-0.1031
2.37,5,4.5,SF,,0.3608,-0.1032
2.375,5,4.5,SF,,0.3611,-0.1032
2.38,5,4.5,SF,,0.3613,-0.1033
2.385,5,4.5,SF,,0.3616,-0.1034
2.39,5,4.5,SF,,0.3619,-0.1035
2.395,5,4.5,SF,,0.3622,-0.1035
2.4,5,4.5,SF,,0.3624,-0.1036
2.405,5,4.5,SF,,0.3627,-0.1037
2.41,5,4.5,SF,,0.363,-0.1038
2.415,5,4.5,SF,,0.3632,-0.1038
2.42,5,4.5,SF,,0.3635,-0.1039
2.425,5,4.5,SF,,0.3638,-0.104
2.43,5,4.5,SF,,0.364,-0.1041
2.435,5,4.5,SF,,0.3643,-0.1041
2.44,5,4.5,SF,,0.3645,-0.1042
2.445,5,4.5,SF,,0.3647,-0.1043
2.45,5,4.5,SF,,0.365,-0.1043
2.455,5,4.5,SF,,0.3652,-0.1044
2.46,5,4.5,SF,,0.3655,-0.1044
2.465,5,4.5,SF,,0.3657,-0.1045
2.47,5,4.5,SF,,0.3659,-0.1046
2.475,5,4.5,SF,,0.3661,-0.1046
2.48,5,4.5,SF,,0.3663,-0.1047
2.485,5,4.5,SF,,0.3666,-0.1048
2.49,5,4.5,SF,,0.3668,-0.1048
2.495,5,4.5,SF,,0.367,-0.1049
2.5,5,4.5,SF,,0.3672,-0.1049
2.505,5,4.5,SF,,0.3674,-0.105
2.51,5,4.5,SF,,0.3676,-0.105
2.515,5,4.5,SF,,0.3678,-0.1051
2.52,5,4.5,SF,,0.368,-0.1051
2.525,5,4.5,SF,,0.3682,-0.1052
2.53,5,4.5,SF,,0.3683,-0.1052
2.535,5,4.5,SF,,0.3685,-0.1053
2.54,5,4.5,SF,,0.3687,-0.1053
2.545,5,4.5,SF,,0.3689,-0.1054
2.55,5,4.5,SF,,0.369,-0.1054
2.555,5,4.5,SF,,0.3692,-0.1055
2.56,5,4.5,SF,,0.3694,-0.1055
2.565,5,4.5,SF,,0.3695,-0.1056
2.57,5,4.5,SF,,0.3697,-0.1056
2.575,5,4.5,SF,,0.3698,-0.1057
2.58,5,4.5,SF,,0.37,-0.1057
2.585,5,4.5,SF,,0.3701,-0.1057
2.59,5,4.5,SF,,0.3703,-0.1058
2.595,5,4.5,SF,,0.3704,-0.1058
2.6,5,4.5,SF,,0.3706,-0.1059
2.605,5,4.5,SF,,0.3707,-0.1059
2.61,5,4.5,SF,,0.3708,-0.1059
2.615,5,4.5,SF,,0.3709,-0.106
2.62,5,4.5,SF,,0.3711,-0.106
2.625,5,4.5,SF,,0.3712,-0.106
2.63,5,4.5,SF,,0.3713,-0.1061
2.635,5,4.5,SF,,0.3714,-0.1061
2.64,5,4.5,SF,,0.3715,-0.1061
2.645,5,4.5,SF,,0.3716,-0.1061
2.65,5,4.5,SF,,0.3717,-0.1062
2.655,5,4.5,SF,,0.3718,-0.1062
2.66,5,4.5,SF,,0.3719,-0.1062
2.665,5,4.5,SF,,0.372,-0.1062
2.67,5,4.5,SF,,0.3721,-0.1063
2.675,5,4.5,SF,,0.3721,-0.1063
2.68,5,4.5,SF,,0.3722,-0.1063
2.685,5,4.5,SF,,0.3723,-0.1063
2.69,5,4.5,SF,,0.3724,-0.1064
2.695,5,4.5,SF,,0.3724,-0.1064
2.7,5,4.5,SF,,0.3725,-0.1064
2.705,5,4.5,SF,,0.3725,-0.1064
2.71,5,4.5,SF,,0.3726,-0.1064
2.715,5,4.5,SF,,0.3726,-0.1064
2.72,5,4.5,SF,,0.3727,-0.1065
2.725,5,4.5,SF,,0.3727,-0.1065
2.73,5,4.5,SF,,0.3728,-0.1065
2.735,5,4.5,SF,,0.3728,-0.1065
2.74,5,4.5,SF,,0.3728,-0.1065
2.745,5,4.5,SF,,0.3729,-0.1065
2.75,5,4.5,SF,,0.3729,-0.1065
2.755,5,4.5,SF,,0.3729,-0.1065
2.76,5,4.5,SF,,0.3729,-0.1065
2.765,5,4.5,SF,,0.3729,-0.1065
2.77,5,4.5,SF,,0.3729,-0.1065
2.775,5,4.5,SF,,0.3729,-0.1065
